xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx || x || x
0000000011100111000000000000000000000000000000001110011100000000 0111001101001101101001101101011011101101100110110000111010101000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1110011010011011010011011010110111011011001101100001110101010000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1100110100110110100110110101101110110110011011000011101010100000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1001101001101101001101101011011101101100110110000111010101000001 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0011010011011010011011010110111011011001101100001110101010000011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0110100110110100110110101101110110110011011000011101010100000111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1101001101101001101101011011101101100110110000111010101000001110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1010011011010011011010110111011011001101100001110101010000011101 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0100110110100110110101101110110110011011000011101010100000111011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1001101101001101101011011101101100110110000111010101000001110110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0011011010011011010110111011011001101100001110101010000011101101 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0110110100110110101101110110110011011000011101010100000111011011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1101101001101101011011101101100110110000111010101000001110110110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1011010011011010110111011011001101100001110101010000011101101100 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0110100110110101101110110110011011000011101010100000111011011000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1101001101101011011101101100110110000111010101000001110110110000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1010011011010110111011011001101100001110101010000011101101100001 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0100110110101101110110110011011000011101010100000111011011000011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1001101101011011101101100110110000111010101000001110110110000110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0011011010110111011011001101100001110101010000011101101100001101 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0110110101101110110110011011000011101010100000111011011000011011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1101101011011101101100110110000111010101000001110110110000110110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1011010110111011011001101100001110101010000011101101100001101100 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0110101101110110110011011000011101010100000111011011000011011000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1101011011101101100110110000111010101000001110110110000110110000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1010110111011011001101100001110101010000011101101100001101100001 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0101101110110110011011000011101010100000111011011000011011000010 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1011011101101100110110000111010101000001110110110000110110000101 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0110111011011001101100001110101010000011101101100001101100001010 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1101110110110011011000011101010100000111011011000011011000010100 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1011101101100110110000111010101000001110110110000110110000101000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0111011011001101100001110101010000011101101100001101100001010001 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1110110110011011000011101010100000111011011000011011000010100010 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1101101100110110000111010101000001110110110000110110000101000101 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1011011001101100001110101010000011101101100001101100001010001010 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0110110011011000011101010100000111011011000011011000010100010100 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1101100110110000111010101000001110110110000110110000101000101000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1011001101100001110101010000011101101100001101100001010001010000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0110011011000011101010100000111011011000011011000010100010100000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1100110110000111010101000001110110110000110110000101000101000001 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1001101100001110101010000011101101100001101100001010001010000011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0011011000011101010100000111011011000011011000010100010100000111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0110110000111010101000001110110110000110110000101000101000001111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1101100001110101010000011101101100001101100001010001010000011110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1011000011101010100000111011011000011011000010100010100000111100 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0110000111010101000001110110110000110110000101000101000001111000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1100001110101010000011101101100001101100001010001010000011110001 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1000011101010100000111011011000011011000010100010100000111100010 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0000111010101000001110110110000110110000101000101000001111000101 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0001110101010000011101101100001101100001010001010000011110001011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0011101010100000111011011000011011000010100010100000111100010110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0111010101000001110110110000110110000101000101000001111000101100 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1110101010000011101101100001101100001010001010000011110001011000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1101010100000111011011000011011000010100010100000111100010110001 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1010101000001110110110000110110000101000101000001111000101100011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0101010000011101101100001101100001010001010000011110001011000110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1010100000111011011000011011000010100010100000111100010110001100 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0101000001110110110000110110000101000101000001111000101100011000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1010000011101101100001101100001010001010000011110001011000110000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0100000111011011000011011000010100010100000111100010110001100001 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1000001110110110000110110000101000101000001111000101100011000011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0000011101101100001101100001010001010000011110001011000110000111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0000111011011000011011000010100010100000111100010110001100001110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0001110110110000110110000101000101000001111000101100011000011101 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0011101101100001101100001010001010000011110001011000110000111010 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0111011011000011011000010100010100000111100010110001100001110100 || 0 || 1
